station_id,latitude,longitude,original_time,timestamp,year,month,day,hour,day_of_year,temperature,pressure,humidity,day_of_week,hour_sin,hour_cos,temperature_lag_1,temperature_delta_1,temperature_lag_3,temperature_delta_3,pressure_lag_1,pressure_delta_1,pressure_lag_3,pressure_delta_3,humidity_lag_1,humidity_delta_1,humidity_lag_3,humidity_delta_3,temperature_roll_mean_6,temperature_roll_std_6,temperature_roll_min_6,temperature_roll_max_6,temperature_dev_roll_mean_6,temperature_zscore_roll_6,temperature_roll_mean_24,temperature_roll_std_24,temperature_roll_min_24,temperature_roll_max_24,temperature_dev_roll_mean_24,temperature_zscore_roll_24,pressure_roll_mean_6,pressure_roll_std_6,pressure_roll_min_6,pressure_roll_max_6,pressure_dev_roll_mean_6,pressure_zscore_roll_6,pressure_roll_mean_24,pressure_roll_std_24,pressure_roll_min_24,pressure_roll_max_24,pressure_dev_roll_mean_24,pressure_zscore_roll_24,humidity_roll_mean_6,humidity_roll_std_6,humidity_roll_min_6,humidity_roll_max_6,humidity_dev_roll_mean_6,humidity_zscore_roll_6,humidity_roll_mean_24,humidity_roll_std_24,humidity_roll_min_24,humidity_roll_max_24,humidity_dev_roll_mean_24,humidity_zscore_roll_24,temp_humid_product,temp_humid_ratio,press_temp_ratio,temperature_peer_median,temperature_dev_peer_median,pressure_peer_median,pressure_dev_peer_median,humidity_peer_median,humidity_dev_peer_median,temperature_consecutive_identical,pressure_consecutive_identical,humidity_consecutive_identical,temperature_is_missing,pressure_is_missing,humidity_is_missing,time_since_previous_obs_mins
CWPRS campus,18.446944,73.785,11-05-2024 00:00,2024-05-11 00:00:00,2024,5,11,0,132,24.9,952.7,69.5,5,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730.55,0.358273381294964,38.26104417670683,25.1,-0.20000000000000284,951.9,0.8000000000000682,69.1,0.4000000000000057,0,0,0,0,0,0,
CWPRS campus,18.446944,73.785,11-05-2024 00:05,2024-05-11 00:05:00,2024,5,11,0,132,24.9,952.74,69.6,5,0.0,1.0,24.9,0.0,,,952.7,0.03999999999996362,,,69.5,0.09999999999999432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1733.0399999999997,0.3577586206896552,38.26265060240964,25.0,-0.10000000000000142,951.84,0.8999999999999773,69.4,0.19999999999998863,1,0,0,0,0,0,5.0
CWPRS campus,18.446944,73.785,11-05-2024 00:10,2024-05-11 00:10:00,2024,5,11,0,132,24.8,952.59,69.8,5,0.0,1.0,24.9,-0.09999999999999787,,,952.74,-0.14999999999997726,,,69.6,0.20000000000000284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731.04,0.3553008595988539,38.410887096774196,24.9,-0.09999999999999787,951.76,0.8300000000000409,69.7,0.09999999999999432,0,0,0,0,0,0,5.0
CWPRS campus,18.446944,73.785,11-05-2024 00:15,2024-05-11 00:15:00,2024,5,11,0,132,24.9,952.48,69.3,5,0.0,1.0,24.8,0.09999999999999787,24.9,0.0,952.59,-0.11000000000001364,952.7,-0.22000000000002728,69.8,-0.5,69.5,-0.20000000000000284,24.866666666666664,0.05773502691896186,24.8,24.9,0.03333333333333499,0.5773502691896617,,,,,,,952.6766666666667,0.07767453465154893,952.59,952.74,-0.19666666666671517,-2.531932344995303,,,,,,,69.63333333333333,0.1527525231651957,69.5,69.8,-0.3333333333333286,-2.1821789023598783,,,,,,,1725.57,0.3593073593073593,38.25220883534137,24.9,0.0,951.65,0.8300000000000409,69.3,0.0,0,0,0,0,0,0,5.0
CWPRS campus,18.446944,73.785,11-05-2024 00:20,2024-05-11 00:20:00,2024,5,11,0,132,25.0,952.23,69.8,5,0.0,1.0,24.9,0.10000000000000142,24.9,0.10000000000000142,952.48,-0.25,952.74,-0.5099999999999909,69.3,0.5,69.6,0.20000000000000284,24.875,0.049999999999999135,24.8,24.9,0.125,2.500000000000043,,,,,,,952.6275,0.11701139545647822,952.48,952.74,-0.3975000000000364,-3.397105029380531,,,,,,,69.55,0.20816659994661282,69.3,69.8,0.25,1.2009611535381561,,,,,,,1745.0,0.35816618911174786,38.0892,24.7,0.3000000000000007,951.67,0.5600000000000591,70.0,-0.20000000000000284,0,0,0,0,0,0,5.0
CWPRS campus,18.446944,73.785,11-05-2024 00:25,2024-05-11 00:25:00,2024,5,11,0,132,24.9,952.16,69.6,5,0.0,1.0,25.0,-0.10000000000000142,24.8,0.09999999999999787,952.23,-0.07000000000005002,952.59,-0.43000000000006366,69.8,-0.20000000000000284,69.8,-0.20000000000000284,24.9,0.0707106781186546,24.8,25.0,0.0,0.0,,,,,,,952.548,0.20462160198768242,952.23,952.74,-0.38800000000003365,-1.8961829847436638,,,,,,,69.6,0.21213203435596434,69.3,69.8,0.0,0.0,,,,,,,1733.0399999999997,0.3577586206896552,38.23935742971888,24.6,0.29999999999999716,951.57,0.5899999999999181,69.9,-0.30000000000001137,0,0,0,0,0,0,5.0
CWPRS campus,18.446944,73.785,11-05-2024 00:30,2024-05-11 00:30:00,2024,5,11,0,132,24.8,952.23,69.9,5,0.0,1.0,24.9,-0.09999999999999787,24.9,-0.09999999999999787,952.16,0.07000000000005002,952.48,-0.25,69.6,0.30000000000001137,69.3,0.6000000000000085,24.900000000000002,0.06324555320336746,24.8,25.0,-0.10000000000000142,-1.5811388300842153,,,,,,,952.4833333333332,0.24204682742534947,952.16,952.74,-0.2533333333332166,-1.0466294312878281,,,,,,,69.6,0.18973665961010283,69.3,69.8,0.30000000000001137,1.581138830084249,,,,,,,1733.5200000000002,0.35479256080114446,38.39637096774194,24.7,0.10000000000000142,951.7,0.5299999999999727,70.5,-0.5999999999999943,0,0,0,0,0,0,5.0
CWPRS campus,18.446944,73.785,11-05-2024 00:35,2024-05-11 00:35:00,2024,5,11,0,132,24.9,952.27,70.3,5,0.0,1.0,24.8,0.09999999999999787,25.0,-0.10000000000000142,952.23,0.03999999999996362,952.23,0.03999999999996362,69.9,0.3999999999999915,69.8,0.5,24.88333333333333,0.0752772652709076,24.8,25.0,0.016666666666669272,0.2214037213850599,,,,,,,952.4050000000001,0.23381616710572686,952.16,952.74,-0.1350000000001046,-0.5773766701900488,,,,,,,69.66666666666667,0.21602468994693313,69.3,69.9,0.6333333333333258,2.9317636492796506,,,,,,,1750.4699999999998,0.3541963015647226,38.243775100401606,24.8,0.09999999999999787,951.58,0.6899999999999409,70.9,-0.6000000000000085,0,0,0,0,0,0,5.0
CWPRS campus,18.446944,73.785,11-05-2024 00:40,2024-05-11 00:40:00,2024,5,11,0,132,24.9,952.25,71.1,5,0.0,1.0,24.9,0.0,24.9,0.0,952.27,-0.01999999999998181,952.16,0.09000000000003183,70.3,0.7999999999999972,69.6,1.5,24.883333333333336,0.0752772652709076,24.8,25.0,0.016666666666662167,0.22140372138496553,,,,,,,952.3266666666668,0.16883917396946926,952.16,952.59,-0.07666666666682431,-0.4540810338286051,,,,,,,69.78333333333332,0.3311595788538647,69.3,70.3,1.316666666666677,3.9759280743852514,,,,,,,1770.3899999999996,0.350210970464135,38.242971887550205,24.7,0.1999999999999993,951.6,0.6499999999999773,71.4,-0.30000000000001137,1,0,0,0,0,0,5.0
CWPRS campus,18.446944,73.785,11-05-2024 00:45,2024-05-11 00:45:00,2024,5,11,0,132,24.8,952.25,70.8,5,0.0,1.0,24.9,-0.09999999999999787,24.8,0.0,952.25,0.0,952.23,0.01999999999998181,71.1,-0.29999999999999716,69.9,0.8999999999999915,24.900000000000002,0.06324555320336746,24.8,25.0,-0.10000000000000142,-1.5811388300842153,,,,,,,952.2700000000001,0.10936178491605325,952.16,952.48,-0.020000000000095497,-0.18287923899054515,,,,,,,70.0,0.6324555320336753,69.3,71.1,0.7999999999999972,1.2649110640673482,,,,,,,1755.84,0.35028248587570626,38.39717741935484,24.8,0.0,951.72,0.5299999999999727,71.6,-0.7999999999999972,0,1,0,0,0,0,5.0
