station_id,latitude,longitude,original_time,timestamp,year,month,day,hour,day_of_year,temperature,pressure,humidity,day_of_week,hour_sin,hour_cos,temperature_lag_1,temperature_delta_1,temperature_lag_3,temperature_delta_3,pressure_lag_1,pressure_delta_1,pressure_lag_3,pressure_delta_3,humidity_lag_1,humidity_delta_1,humidity_lag_3,humidity_delta_3,temperature_roll_mean_6,temperature_roll_std_6,temperature_roll_min_6,temperature_roll_max_6,temperature_dev_roll_mean_6,temperature_zscore_roll_6,temperature_roll_mean_24,temperature_roll_std_24,temperature_roll_min_24,temperature_roll_max_24,temperature_dev_roll_mean_24,temperature_zscore_roll_24,pressure_roll_mean_6,pressure_roll_std_6,pressure_roll_min_6,pressure_roll_max_6,pressure_dev_roll_mean_6,pressure_zscore_roll_6,pressure_roll_mean_24,pressure_roll_std_24,pressure_roll_min_24,pressure_roll_max_24,pressure_dev_roll_mean_24,pressure_zscore_roll_24,humidity_roll_mean_6,humidity_roll_std_6,humidity_roll_min_6,humidity_roll_max_6,humidity_dev_roll_mean_6,humidity_zscore_roll_6,humidity_roll_mean_24,humidity_roll_std_24,humidity_roll_min_24,humidity_roll_max_24,humidity_dev_roll_mean_24,humidity_zscore_roll_24,temp_humid_product,temp_humid_ratio,press_temp_ratio,temperature_peer_median,temperature_dev_peer_median,pressure_peer_median,pressure_dev_peer_median,humidity_peer_median,humidity_dev_peer_median,temperature_consecutive_identical,pressure_consecutive_identical,humidity_consecutive_identical,temperature_is_missing,pressure_is_missing,humidity_is_missing,time_since_previous_obs_mins,temperature_global_zscore,temperature_global_robust_score,temperature_station_zscore,temperature_station_robust_score,temperature_zscore,temperature_robust_score,temperature_diurnal_zscore,temperature_rolling_zscore,temperature_rolling_deviation,temperature_cross_station_deviation,pressure_global_zscore,pressure_global_robust_score,pressure_station_zscore,pressure_station_robust_score,pressure_zscore,pressure_robust_score,pressure_diurnal_zscore,pressure_rolling_zscore,pressure_rolling_deviation,pressure_cross_station_deviation,humidity_global_zscore,humidity_global_robust_score,humidity_station_zscore,humidity_station_robust_score,humidity_zscore,humidity_robust_score,humidity_diurnal_zscore,humidity_rolling_zscore,humidity_rolling_deviation,humidity_cross_station_deviation,temperature_z_unusual,temperature_robust_unusual,temperature_rolling_unusual,temperature_diurnal_unusual,temperature_cross_station_unusual,temperature_unusual,temperature_anomaly_score,pressure_z_unusual,pressure_robust_unusual,pressure_rolling_unusual,pressure_diurnal_unusual,pressure_cross_station_unusual,pressure_unusual,pressure_anomaly_score,humidity_z_unusual,humidity_robust_unusual,humidity_rolling_unusual,humidity_diurnal_unusual,humidity_cross_station_unusual,humidity_unusual,humidity_anomaly_score,unusual_sensor_count,is_isolated_sensor_anomaly,is_concurrent_multisensor_anomaly,rolling_deviation_high,cross_station_deviation_high,evidence_count,statistical_anomaly_score,anomaly_severity,is_statistically_suspicious,reasons
CWPRS campus,18.446944,73.785,11-05-2024 00:00,2024-05-11 00:00:00,2024,5,11,0,132,24.9,952.7,69.5,5,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730.55,0.358273381294964,38.26104417670683,25.1,-0.2000000000000028,951.9,0.8000000000000682,69.1,0.4000000000000057,0,0,0,0,0,0,,-1.137034307973247,-0.8236000000000001,-1.136428824242006,-0.8301538461538461,-1.136428824242006,-0.8301538461538461,0.22645914933407676,,,-0.2000000000000028,0.7050319346029211,0.6649326241135112,0.5361547976911136,0.5632897560975623,0.5361547976911136,0.5632897560975623,1.5502842329982198,,,0.8000000000000682,1.1194001284600517,0.7758954248366015,1.1127308748486722,0.7585360655737707,1.1127308748486722,0.7585360655737707,-0.2407185701896026,,,0.4000000000000057,False,False,False,False,False,False,0.0,False,False,False,False,False,False,0.0025,False,False,False,False,False,False,0.0,0,False,False,False,False,0,0.0025,NORMAL,False,[]
CWPRS campus,18.446944,73.785,11-05-2024 00:05,2024-05-11 00:05:00,2024,5,11,0,132,24.9,952.74,69.6,5,0.0,1.0,24.9,0.0,,,952.7,0.0399999999999636,,,69.5,0.0999999999999943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1733.0399999999995,0.3577586206896552,38.26265060240964,25.0,-0.1000000000000014,951.84,0.8999999999999773,69.4,0.1999999999999886,1,0,0,0,0,0,5.0,-1.137034307973247,-0.8236000000000001,-1.136428824242006,-0.8301538461538461,-1.136428824242006,-0.8301538461538461,0.22645914933407676,,,-0.1000000000000014,0.7256547918700633,0.6840673758865431,0.5582492468751459,0.5843473170731519,0.5582492468751459,0.5843473170731519,1.5771275982281538,,,0.8999999999999773,1.1257479788813307,0.7803039215686274,1.1190988492426643,0.7629590163934427,1.1190988492426643,0.7629590163934427,-0.21974309311914045,,,0.1999999999999886,False,False,False,False,False,False,0.0,False,False,False,False,False,False,0.0039,False,False,False,False,False,False,0.0,0,False,False,False,False,0,0.0039,NORMAL,False,[]
CWPRS campus,18.446944,73.785,11-05-2024 00:10,2024-05-11 00:10:00,2024,5,11,0,132,24.8,952.59,69.8,5,0.0,1.0,24.9,-0.0999999999999978,,,952.74,-0.1499999999999772,,,69.6,0.2000000000000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731.04,0.3553008595988539,38.41088709677419,24.9,-0.0999999999999978,951.76,0.8300000000000409,69.7,0.0999999999999943,0,0,0,0,0,0,5.0,-1.1568026091135448,-0.8377999999999998,-1.1563268649551601,-0.844466843501326,-1.1563268649551601,-0.844466843501326,0.1518608413181468,,,-0.0999999999999978,0.6483190771182213,0.6123120567376191,0.47539506243496243,0.5053814634146309,0.47539506243496243,0.5053814634146309,1.476464978615825,,,0.8300000000000409,1.13844367972389,0.7891209150326798,1.1318347980306496,0.7718049180327871,1.1318347980306496,0.7718049180327871,-0.17779213897821317,,,0.0999999999999943,False,False,False,False,False,False,0.0,False,False,False,False,False,False,0.0,False,False,False,False,False,False,0.0,0,False,False,False,False,0,0.0,NORMAL,False,[]
CWPRS campus,18.446944,73.785,11-05-2024 00:15,2024-05-11 00:15:00,2024,5,11,0,132,24.9,952.48,69.3,5,0.0,1.0,24.8,0.0999999999999978,24.9,0.0,952.59,-0.1100000000000136,952.7,-0.2200000000000272,69.8,-0.5,69.5,-0.2000000000000028,24.866666666666664,0.0577350269189618,24.8,24.9,0.0333333333333349,0.5773502691896617,,,,,,,952.6766666666668,0.0776745346515489,952.59,952.74,-0.1966666666667151,-2.531932344995303,,,,,,,69.63333333333333,0.1527525231651957,69.5,69.8,-0.3333333333333286,-2.1821789023598783,,,,,,,1725.57,0.3593073593073593,38.25220883534137,24.9,0.0,951.65,0.8300000000000409,69.3,0.0,0,0,0,0,0,0,5.0,-1.137034307973247,-0.8236000000000001,-1.136428824242006,-0.8301538461538461,-1.136428824242006,-0.8301538461538461,0.22645914933407676,0.5773502691896617,0.0333333333333349,0.0,0.5916062196335217,0.559691489361727,0.41463532717881124,0.4474731707316994,0.41463532717881124,0.4474731707316994,1.4026457242334303,-2.531932344995303,-0.1966666666667151,0.8300000000000409,1.1067044276174924,0.767078431372549,1.099994926060687,0.7496901639344263,1.099994926060687,0.7496901639344263,-0.2826695243305299,-2.1821789023598783,-0.3333333333333286,0.0,False,False,False,False,False,False,0.0,False,False,False,False,False,False,0.086,False,False,False,False,False,False,0.0568,0,False,False,False,False,0,0.086,NORMAL,False,[]
CWPRS campus,18.446944,73.785,11-05-2024 00:20,2024-05-11 00:20:00,2024,5,11,0,132,25.0,952.23,69.8,5,0.0,1.0,24.9,0.1000000000000014,24.9,0.1000000000000014,952.48,-0.25,952.74,-0.5099999999999909,69.3,0.5,69.6,0.2000000000000028,24.875,0.0499999999999991,24.8,24.9,0.125,2.500000000000043,,,,,,,952.6275,0.1170113954564782,952.48,952.74,-0.3975000000000364,-3.397105029380531,,,,,,,69.55,0.2081665999466128,69.3,69.8,0.25,1.200961153538156,,,,,,,1745.0,0.3581661891117478,38.0892,24.7,0.3000000000000007,951.67,0.5600000000000591,70.0,-0.2000000000000028,0,0,0,0,0,0,5.0,-1.1172660068329485,-0.8093999999999999,-1.1165307835288514,-0.8158408488063659,-1.1165307835288514,-0.8158408488063659,0.3010574573500094,2.500000000000043,0.125,0.3000000000000007,0.4627133617137655,0.4400992907801688,0.27654501977848467,0.3158634146341443,0.27654501977848467,0.3158634146341443,1.2348746915461903,-3.397105029380531,-0.3975000000000364,0.5600000000000591,1.13844367972389,0.7891209150326798,1.1318347980306496,0.7718049180327871,1.1318347980306496,0.7718049180327871,-0.17779213897821317,1.200961153538156,0.25,-0.2000000000000028,False,False,False,False,False,False,0.0833,False,False,True,False,False,True,0.1581,False,False,False,False,False,False,0.0,1,True,False,True,False,1,0.1581,NORMAL,True,"[""Pressure changed abruptly from recent rolling mean (z_roll=-3.40, dev=-0.40)"", ""Isolated anomaly: only Pressure is statistically unusual while other sensors remain normal""]"
CWPRS campus,18.446944,73.785,11-05-2024 00:25,2024-05-11 00:25:00,2024,5,11,0,132,24.9,952.16,69.6,5,0.0,1.0,25.0,-0.1000000000000014,24.8,0.0999999999999978,952.23,-0.07000000000005,952.59,-0.4300000000000636,69.8,-0.2000000000000028,69.8,-0.2000000000000028,24.9,0.0707106781186546,24.8,25.0,0.0,0.0,,,,,,,952.548,0.2046216019876824,952.23,952.74,-0.3880000000000336,-1.896182984743664,,,,,,,69.6,0.2121320343559643,69.3,69.8,0.0,0.0,,,,,,,1733.0399999999995,0.3577586206896552,38.23935742971888,24.6,0.2999999999999971,951.57,0.5899999999999181,69.9,-0.3000000000000113,0,0,0,0,0,0,5.0,-1.137034307973247,-0.8236000000000001,-1.136428824242006,-0.8301538461538461,-1.136428824242006,-0.8301538461538461,0.22645914933407676,0.0,0.0,0.2999999999999971,0.426623361496208,0.4066134751773086,0.23787973370636561,0.2790126829268025,0.23787973370636561,0.2790126829268025,1.1878988023937296,-1.896182984743664,-0.3880000000000336,0.5899999999999181,1.1257479788813307,0.7803039215686274,1.1190988492426643,0.7629590163934427,1.1190988492426643,0.7629590163934427,-0.21974309311914045,0.0,0.0,-0.3000000000000113,False,False,False,False,False,False,0.0,False,False,False,False,False,False,0.033,False,False,False,False,False,False,0.0,0,False,False,False,False,0,0.033,NORMAL,False,[]
CWPRS campus,18.446944,73.785,11-05-2024 00:30,2024-05-11 00:30:00,2024,5,11,0,132,24.8,952.23,69.9,5,0.0,1.0,24.9,-0.0999999999999978,24.9,-0.0999999999999978,952.16,0.07000000000005,952.48,-0.25,69.6,0.3000000000000113,69.3,0.6000000000000085,24.9,0.0632455532033674,24.8,25.0,-0.1000000000000014,-1.5811388300842153,,,,,,,952.4833333333332,0.2420468274253494,952.16,952.74,-0.2533333333332166,-1.046629431287828,,,,,,,69.6,0.1897366596101028,69.3,69.8,0.3000000000000113,1.581138830084249,,,,,,,1733.5200000000002,0.3547925608011444,38.39637096774194,24.7,0.1000000000000014,951.7,0.5299999999999727,70.5,-0.5999999999999943,0,0,0,0,0,0,5.0,-1.1568026091135448,-0.8377999999999998,-1.1563268649551601,-0.844466843501326,-1.1563268649551601,-0.844466843501326,0.1518608413181468,-1.5811388300842153,-0.1000000000000014,0.1000000000000014,0.4627133617137655,0.4400992907801688,0.27654501977848467,0.3158634146341443,0.27654501977848467,0.3158634146341443,1.2348746915461903,-1.046629431287828,-0.2533333333332166,0.5299999999999727,1.1447915301451699,0.7935294117647064,1.1382027724246426,0.7762278688524595,1.1382027724246426,0.7762278688524595,-0.15681666190774804,1.581138830084249,0.3000000000000113,-0.5999999999999943,False,False,False,False,False,False,0.0068,False,False,False,False,False,False,0.0,False,False,False,False,False,False,0.0068,0,False,False,False,False,0,0.0068,NORMAL,False,[]
CWPRS campus,18.446944,73.785,11-05-2024 00:35,2024-05-11 00:35:00,2024,5,11,0,132,24.9,952.27,70.3,5,0.0,1.0,24.8,0.0999999999999978,25.0,-0.1000000000000014,952.23,0.0399999999999636,952.23,0.0399999999999636,69.9,0.3999999999999915,69.8,0.5,24.88333333333333,0.0752772652709076,24.8,25.0,0.0166666666666692,0.2214037213850599,,,,,,,952.405,0.2338161671057268,952.16,952.74,-0.1350000000001046,-0.5773766701900488,,,,,,,69.66666666666667,0.2160246899469331,69.3,69.9,0.6333333333333258,2.9317636492796506,,,,,,,1750.4699999999998,0.3541963015647226,38.243775100401606,24.8,0.0999999999999978,951.58,0.6899999999999409,70.9,-0.6000000000000085,0,0,0,0,0,0,5.0,-1.137034307973247,-0.8236000000000001,-1.136428824242006,-0.8301538461538461,-1.136428824242006,-0.8301538461538461,0.22645914933407676,0.2214037213850599,0.0166666666666692,0.0999999999999978,0.48333621898090773,0.4592340425532007,0.2986394689625168,0.33692097560973394,0.2986394689625168,0.33692097560973394,1.2617180567761244,-0.5773766701900488,-0.1350000000001046,0.6899999999999409,1.1701829318302874,0.8111633986928105,1.1636746700006122,0.7939196721311477,1.1636746700006122,0.7939196721311477,-0.07291475362589649,2.9317636492796506,0.6333333333333258,-0.6000000000000085,False,False,False,False,False,False,0.0,False,False,False,False,False,False,0.0,False,False,False,False,False,False,0.1193,0,False,False,False,False,0,0.1193,NORMAL,False,[]
CWPRS campus,18.446944,73.785,11-05-2024 00:40,2024-05-11 00:40:00,2024,5,11,0,132,24.9,952.25,71.1,5,0.0,1.0,24.9,0.0,24.9,0.0,952.27,-0.0199999999999818,952.16,0.0900000000000318,70.3,0.7999999999999972,69.6,1.5,24.883333333333336,0.0752772652709076,24.8,25.0,0.0166666666666621,0.2214037213849655,,,,,,,952.3266666666668,0.1688391739694692,952.16,952.59,-0.0766666666668243,-0.4540810338286051,,,,,,,69.78333333333332,0.3311595788538647,69.3,70.3,1.316666666666677,3.9759280743852514,,,,,,,1770.3899999999996,0.350210970464135,38.242971887550205,24.7,0.1999999999999993,951.6,0.6499999999999773,71.4,-0.3000000000000113,1,0,0,0,0,0,5.0,-1.137034307973247,-0.8236000000000001,-1.136428824242006,-0.8301538461538461,-1.136428824242006,-0.8301538461538461,0.22645914933407676,0.2214037213849655,0.0166666666666621,0.1999999999999993,0.4730247903473366,0.44966666666668476,0.28759224437050074,0.3263921951219391,0.28759224437050074,0.3263921951219391,1.2482963741611572,-0.4540810338286051,-0.0766666666668243,0.6499999999999773,1.2209657352005232,0.8464313725490196,1.214618465152552,0.8293032786885246,1.214618465152552,0.8293032786885246,0.09488906293780963,3.9759280743852514,1.316666666666677,-0.3000000000000113,False,False,False,False,False,False,0.0,False,False,False,False,False,False,0.0,False,False,True,False,False,True,0.2063,1,True,False,True,False,1,0.2063,NORMAL,True,"[""Humidity changed abruptly from recent rolling mean (z_roll=+3.98, dev=+1.32)"", ""Isolated anomaly: only Humidity is statistically unusual while other sensors remain normal""]"
CWPRS campus,18.446944,73.785,11-05-2024 00:45,2024-05-11 00:45:00,2024,5,11,0,132,24.8,952.25,70.8,5,0.0,1.0,24.9,-0.0999999999999978,24.8,0.0,952.25,0.0,952.23,0.0199999999999818,71.1,-0.2999999999999971,69.9,0.8999999999999915,24.9,0.0632455532033674,24.8,25.0,-0.1000000000000014,-1.5811388300842153,,,,,,,952.27,0.1093617849160532,952.16,952.48,-0.0200000000000954,-0.1828792389905451,,,,,,,70.0,0.6324555320336753,69.3,71.1,0.7999999999999972,1.2649110640673482,,,,,,,1755.84,0.3502824858757062,38.39717741935484,24.8,0.0,951.72,0.5299999999999727,71.6,-0.7999999999999972,0,1,0,0,0,0,5.0,-1.1568026091135448,-0.8377999999999998,-1.1563268649551601,-0.844466843501326,-1.1563268649551601,-0.844466843501326,0.1518608413181468,-1.5811388300842153,-0.1000000000000014,0.0,0.4730247903473366,0.44966666666668476,0.28759224437050074,0.3263921951219391,0.28759224437050074,0.3263921951219391,1.2482963741611572,-0.1828792389905451,-0.0200000000000954,0.5299999999999727,1.201922183936685,0.8332058823529412,1.1955145419705746,0.8160344262295084,1.1955145419705746,0.8160344262295084,0.031962631726420214,1.2649110640673482,0.7999999999999972,-0.7999999999999972,False,False,False,False,False,False,0.0068,False,False,False,False,False,False,0.0,False,False,False,False,False,False,0.0,0,False,False,False,False,0,0.0068,NORMAL,False,[]
CWPRS campus,18.446944,73.785,11-05-2024 00:50,2024-05-11 00:50:00,2024,5,11,0,132,24.8,952.2,69.8,5,0.0,1.0,24.8,0.0,24.9,-0.0999999999999978,952.25,-0.0499999999999545,952.27,-0.0699999999999363,70.8,-1.0,70.3,-0.5,24.88333333333333,0.0752772652709076,24.8,25.0,-0.0833333333333286,-1.1070186069250636,,,,,,,952.2316666666666,0.0381663027641889,952.16,952.27,-0.0316666666665241,-0.8297022339883717,,,,,,,70.25,0.5958187643906473,69.6,71.1,-0.4500000000000028,-0.7552632224670274,,,,,,,1731.04,0.3553008595988539,38.395161290322584,24.7,0.1000000000000014,951.76,0.4400000000000545,71.5,-1.7000000000000028,1,0,0,0,0,0,5.0,-1.1568026091135448,-0.8377999999999998,-1.1563268649551601,-0.844466843501326,-1.1563268649551601,-0.844466843501326,0.1518608413181468,-1.1070186069250636,-0.0833333333333286,0.1000000000000014,0.4472462187634088,0.4257482269503949,0.25997418289046054,0.300070243902452,0.25997418289046054,0.300070243902452,1.2147421676237398,-0.8297022339883717,-0.0316666666665241,0.4400000000000545,1.13844367972389,0.7891209150326798,1.1318347980306496,0.7718049180327871,1.1318347980306496,0.7718049180327871,-0.17779213897821317,-0.7552632224670274,-0.4500000000000028,-1.7000000000000028,False,False,False,False,False,False,0.0,False,False,False,False,False,False,0.0,False,False,False,False,False,False,0.0,0,False,False,False,False,0,0.0,NORMAL,False,[]
CWPRS campus,18.446944,73.785,11-05-2024 00:55,2024-05-11 00:55:00,2024,5,11,0,132,24.6,952.22,70.1,5,0.0,1.0,24.8,-0.1999999999999993,24.9,-0.2999999999999971,952.2,0.0199999999999818,952.25,-0.0299999999999727,69.8,0.2999999999999971,71.1,-1.0,24.85,0.0547722557505156,24.8,24.9,-0.2499999999999964,-4.564354645876401,,,,,,,952.2266666666668,0.0403319558995835,952.16,952.27,-0.0066666666667742,-0.1652949012285101,,,,,,,70.25,0.5958187643906473,69.6,71.1,-0.1500000000000056,-0.2517544074890171,,,,,,,1724.46,0.3509272467902996,38.70813008130081,24.9,-0.2999999999999971,951.77,0.4500000000000455,71.9,-1.8000000000000114,0,0,0,0,0,0,5.0,-1.1963392113941413,-0.8661999999999996,-1.1961229463814687,-0.873092838196286,-1.1961229463814687,-0.873092838196286,0.0026642252862842538,-4.564354645876401,-0.2499999999999964,-0.2999999999999971,0.4575576473969799,0.43531560283691084,0.2710214074824766,0.31059902439024684,0.2710214074824766,0.31059902439024684,1.2281638502387069,-0.1652949012285101,-0.0066666666667742,0.4500000000000455,1.1574872309877282,0.8023464052287581,1.150938721212627,0.7850737704918033,1.150938721212627,0.7850737704918033,-0.11486570776682375,-0.2517544074890171,-0.1500000000000056,-1.8000000000000114,False,False,True,False,False,True,0.25,False,False,False,False,False,False,0.0,False,False,False,False,False,False,0.0,1,True,False,True,False,1,0.25,NORMAL,True,"[""Temperature changed abruptly from recent rolling mean (z_roll=-4.56, dev=-0.25)"", ""Isolated anomaly: only Temperature is statistically unusual while other sensors remain normal""]"
CWPRS campus,18.446944,73.785,11-05-2024 01:00,2024-05-11 01:00:00,2024,5,11,1,132,24.5,952.29,71.1,5,0.2588190451025207,0.9659258262890684,24.6,-0.1000000000000014,24.8,-0.3000000000000007,952.22,0.0699999999999363,952.25,0.0399999999999636,70.1,1.0,70.8,0.2999999999999971,24.8,0.1095445115010341,24.6,24.9,-0.3000000000000007,-2.738612787525815,24.85,0.0999999999999988,24.6,25.0,-0.3499999999999978,-3.5000000000000187,952.2366666666668,0.0250333111410963,952.2,952.27,0.0533333333332848,2.1304945651288327,952.36,0.2085883287940578,952.16,952.74,-0.07000000000005,-0.335589246075038,70.33333333333333,0.5163977794943191,69.8,71.1,0.7666666666666657,1.4846436160461838,69.96666666666665,0.5331439057538099,69.3,71.1,1.13333333333334,2.125755018677227,1741.9499999999998,0.3445850914205345,38.868979591836734,24.8,-0.3000000000000007,951.68,0.6100000000000136,72.3,-1.2000000000000028,0,0,0,0,0,0,5.0,-1.2161075125344398,-0.8803999999999998,-1.2160209870946235,-0.8874058355437664,-1.2160209870946235,-0.8874058355437664,0.42393901835356823,-2.738612787525815,-0.3000000000000007,-0.3000000000000007,0.4936476476144788,0.4688014184397167,0.3096866935545329,0.34744975609752876,0.3096866935545329,0.34744975609752876,1.2519826273518173,2.1304945651288327,0.0533333333332848,0.6100000000000136,1.2209657352005232,0.8464313725490196,1.214618465152552,0.8293032786885246,1.214618465152552,0.8293032786885246,-0.49312710222053674,1.4846436160461838,0.7666666666666657,-1.2000000000000028,False,False,False,False,False,False,0.1032,False,False,False,False,False,False,0.0525,False,False,False,False,False,False,0.0,0,False,False,False,False,0,0.1032,NORMAL,False,[]
